IMAGE_URI,LABEL,X_MIN_A,Y_MIN_A,X_MAX_B,Y_MIN_B,X_MAX_C,Y_MAX_C,X_MIN_D,Y_MAX_D
tuile_136_png.rf.d7b797e3b6380611240c37d6e1ceb487.jpg,element,0.84645,0.00010000000000000286,0.93915,0.00010000000000000286,0.93915,0.1183,0.84645,0.1183
tuile_136_png.rf.d7b797e3b6380611240c37d6e1ceb487.jpg,element,0.9458000000000001,4.999999999999449e-05,1.0,4.999999999999449e-05,1.0,0.13075,0.9458000000000001,0.13075
tuile_136_png.rf.d7b797e3b6380611240c37d6e1ceb487.jpg,element,0.9458000000000001,0.13075,1.0,0.13075,1.0,0.38644999999999996,0.9458000000000001,0.38644999999999996
tuile_136_png.rf.d7b797e3b6380611240c37d6e1ceb487.jpg,element,0.36855,0.0,0.48845,0.0,0.48845,0.12119999999999999,0.36855,0.12119999999999999
tuile_136_png.rf.d7b797e3b6380611240c37d6e1ceb487.jpg,element,0.23375,0.0,0.36505,0.0,0.36505,0.125,0.23375,0.125
tuile_136_png.rf.d7b797e3b6380611240c37d6e1ceb487.jpg,rayon,0.23170000000000002,4.999999999999449e-05,0.4837,4.999999999999449e-05,0.4837,0.44755,0.23170000000000002,0.44755
tuile_136_png.rf.d7b797e3b6380611240c37d6e1ceb487.jpg,rayon,0.84435,4.999999999999449e-05,1,4.999999999999449e-05,1,0.44434999999999997,0.84435,0.44434999999999997
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,rayon,0.056,0.2738,0.1254,0.2738,0.1254,1.0,0.056,1.0
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,rayon,0.22219999999999995,0,1.0,0,1.0,0.019049999999999997,0.22219999999999995,0.019049999999999997
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,rayon,0.44744999999999996,0.23280000000000006,0.57555,0.23280000000000006,0.57555,1.0,0.44744999999999996,1.0
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,rayon,0.7927,0.22959999999999997,0.9391,0.22959999999999997,0.9391,1.0,0.7927,1.0
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.054849999999999996,0.2727,0.12014999999999999,0.2727,0.12014999999999999,0.4483,0.054849999999999996,0.4483
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.05695,0.44434999999999997,0.12204999999999999,0.44434999999999997,0.12204999999999999,0.60425,0.05695,0.60425
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.05215,0.60755,0.12325,0.60755,0.12325,0.76685,0.05215,0.76685
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.052700000000000004,0.76545,0.12390000000000001,0.76545,0.12390000000000001,0.9237499999999998,0.052700000000000004,0.9237499999999998
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.05215,0.92325,0.12325,0.92325,0.12325,0.99995,0.05215,0.99995
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.44744999999999996,0.23060000000000003,0.50855,0.23060000000000003,0.50855,0.4062,0.44744999999999996,0.4062
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.4454,0.4065,0.5064000000000001,0.4065,0.5064000000000001,0.5679,0.4454,0.5679
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.44639999999999996,0.5664,0.5037999999999999,0.5664,0.5037999999999999,0.7238,0.44639999999999996,0.7238
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.44854999999999995,0.7275999999999999,0.5066499999999999,0.7275999999999999,0.5066499999999999,0.8822,0.44854999999999995,0.8822
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.51885,0.7243499999999999,0.57555,0.7243499999999999,0.57555,0.88545,0.51885,0.88545
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.5254,0.88545,0.5708000000000001,0.88545,0.5708000000000001,0.99835,0.5254,0.99835
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.4474,0.88755,0.5054,0.88755,0.5054,0.99165,0.4474,0.99165
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.5209999999999999,0.5650499999999999,0.5748,0.5650499999999999,0.5748,0.7243499999999999,0.5209999999999999,0.7243499999999999
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.522,0.40650000000000003,0.5780000000000001,0.40650000000000003,0.5780000000000001,0.5641,0.522,0.5641
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.5222,0.2369,0.5746,0.2369,0.5746,0.4043,0.5222,0.4043
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.7948999999999999,0.22955,0.9047000000000001,0.22955,0.9047000000000001,0.40045,0.7948999999999999,0.40045
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.7965000000000001,0.40015,0.9043,0.40015,0.9043,0.56985,0.7965000000000001,0.56985
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.797,0.5685500000000001,0.9076000000000001,0.5685500000000001,0.9076000000000001,0.72665,0.797,0.72665
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.7975000000000001,0.7222000000000001,0.9053,0.7222000000000001,0.9053,0.894,0.7975000000000001,0.894
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.90535,0.7180000000000001,0.93525,0.7180000000000001,0.93525,0.8806000000000002,0.90535,0.8806000000000002
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.9047000000000001,0.56025,0.9359,0.56025,0.9359,0.72015,0.9047000000000001,0.72015
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.8991,0.39694999999999997,0.9353,0.39694999999999997,0.9353,0.5582499999999999,0.8991,0.5582499999999999
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.90435,0.22854999999999998,0.93245,0.22854999999999998,0.93245,0.39765,0.90435,0.39765
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.7959,0.8854,0.9037,0.8854,0.9037,1.0,0.7959,1.0
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.9018499999999999,0.88735,0.9401499999999999,0.88735,0.9401499999999999,0.9990499999999999,0.9018499999999999,0.9990499999999999
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.22605,0.0,0.26075,0.0,0.26075,0.018000000000000002,0.22605,0.018000000000000002
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.26559999999999995,0.0,0.38539999999999996,0.0,0.38539999999999996,0.0128,0.26559999999999995,0.0128
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.38534999999999997,0,0.54205,0,0.54205,0.01485,0.38534999999999997,0.01485
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.54225,0.0,0.70375,0.0,0.70375,0.016,0.54225,0.016
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.7032499999999999,4.99999999999997e-05,0.86355,4.99999999999997e-05,0.86355,0.01595,0.7032499999999999,0.01595
tuile_159_png.rf.e45f812e671f344b679c1bace431f11e.jpg,element,0.86325,0,0.99995,0,0.99995,0.01405,0.86325,0.01405
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.44539999999999996,0.045399999999999996,0.5075999999999999,0.045399999999999996,0.5075999999999999,0.2092,0.44539999999999996,0.2092
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.4444,0.21109999999999998,0.5064,0.21109999999999998,0.5064,0.3749,0.4444,0.3749
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.44255000000000005,0.37654999999999994,0.5064500000000001,0.37654999999999994,0.5064500000000001,0.54225,0.44255000000000005,0.54225
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.44155,0.5420499999999999,0.50505,0.5420499999999999,0.50505,0.70855,0.44155,0.70855
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.44115,0.7084499999999999,0.57745,0.7084499999999999,0.57745,0.7569499999999999,0.44115,0.7569499999999999
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.5243,0.5317,0.5765,0.5317,0.5765,0.7047,0.5243,0.7047
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.5243500000000001,0.37059999999999993,0.57745,0.37059999999999993,0.57745,0.5382,0.5243500000000001,0.5382
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.52225,0.20640000000000003,0.58035,0.20640000000000003,0.58035,0.37560000000000004,0.52225,0.37560000000000004
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.5243,0.044399999999999995,0.5765,0.044399999999999995,0.5765,0.2092,0.5243,0.2092
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.7948,0.044300000000000006,0.9065999999999999,0.044300000000000006,0.9065999999999999,0.2111,0.7948,0.2111
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.7946499999999999,0.21875,0.90855,0.21875,0.90855,0.37385,0.7946499999999999,0.37385
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.79375,0.37755,0.9094499999999999,0.37755,0.9094499999999999,0.5338499999999999,0.79375,0.5338499999999999
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.797,0.53535,0.8502,0.53535,0.8502,0.7074499999999999,0.797,0.7074499999999999
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.8502,0.53535,0.9369999999999999,0.53535,0.9369999999999999,0.7080500000000001,0.8502,0.7080500000000001
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.7938,0.7076,0.9382,0.7076,0.9382,0.7527999999999999,0.7938,0.7527999999999999
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.9056000000000001,0.04640000000000001,0.9374000000000001,0.04640000000000001,0.9374000000000001,0.21300000000000002,0.9056000000000001,0.21300000000000002
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.9047,0.21484999999999999,0.9390999999999999,0.21484999999999999,0.9390999999999999,0.37695,0.9047,0.37695
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.9095,0.3775,0.9349000000000001,0.3775,0.9349000000000001,0.5359,0.9095,0.5359
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.05409999999999999,0.7286,0.12329999999999999,0.7286,0.12329999999999999,0.8938,0.05409999999999999,0.8938
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.0517,0.56545,0.1259,0.56545,0.1259,0.7295499999999999,0.0517,0.7295499999999999
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.052700000000000004,0.398,0.12490000000000001,0.398,0.12490000000000001,0.5698,0.052700000000000004,0.5698
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.052700000000000004,0.24324999999999997,0.1287,0.24324999999999997,0.1287,0.40335,0.052700000000000004,0.40335
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.056949999999999994,0.0822,0.12685,0.0822,0.12685,0.24259999999999998,0.056949999999999994,0.24259999999999998
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.44534999999999997,5.000000000000143e-05,0.50285,5.000000000000143e-05,0.50285,0.04435,0.44534999999999997,0.04435
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.5248,4.999999999999796e-05,0.578,4.999999999999796e-05,0.578,0.047549999999999995,0.5248,0.047549999999999995
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.79465,4.999999999999796e-05,0.90535,4.999999999999796e-05,0.90535,0.047549999999999995,0.79465,0.047549999999999995
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.9066,0.0,0.9380000000000001,0.0,0.9380000000000001,0.0464,0.9066,0.0464
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.050249999999999996,4.999999999999449e-05,0.12855,4.999999999999449e-05,0.12855,0.08015,0.050249999999999996,0.08015
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,element,0.05595,0.89175,0.11904999999999999,0.89175,0.11904999999999999,1,0.05595,1
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,rayon,0.4443,9.999999999993348e-05,0.5803,9.999999999993348e-05,0.5803,0.7563,0.4443,0.7563
tuile_164_png.rf.7043b18b1ab996cd259ead0bf574e02e.jpg,rayon,0.7928,4.999999999999449e-05,0.9381999999999999,4.999999999999449e-05,0.9381999999999999,0.75175,0.7928,0.75175
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,element,0.5851,0.64645,0.7443,0.64645,0.7443,0.69415,0.5851,0.69415
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,element,0.42345,0.6434,0.58435,0.6434,0.58435,0.698,0.42345,0.698
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,element,0.27035,0.6443000000000001,0.42325,0.6443000000000001,0.42325,0.7037,0.27035,0.7037
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,element,0.10570000000000002,0.6473000000000001,0.2685,0.6473000000000001,0.2685,0.7023,0.10570000000000002,0.7023
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,element,0.0,0.6475000000000001,0.1054,0.6475000000000001,0.1054,0.6999000000000001,0.0,0.6999000000000001
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,element,0.0011999999999999927,0.697,0.1058,0.697,0.1058,0.7506,0.0011999999999999927,0.7506
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,element,0.10535,0.70275,0.26265,0.70275,0.26265,0.7538499999999999,0.10535,0.7538499999999999
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,element,0.26225,0.7011999999999999,0.42635,0.7011999999999999,0.42635,0.7592,0.26225,0.7592
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,element,0.4285,0.6998500000000001,0.5841,0.6998500000000001,0.5841,0.75695,0.4285,0.75695
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,element,0.5842999999999999,0.7001000000000001,0.7411,0.7001000000000001,0.7411,0.7553,0.5842999999999999,0.7553
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,element,0.7485,0.6444,0.7927000000000001,0.6444,0.7927000000000001,0.7537999999999999,0.7485,0.7537999999999999
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,element,0.31594999999999995,0.27375000000000005,0.67125,0.27375000000000005,0.67125,0.38325,0.31594999999999995,0.38325
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,element,4.99999999999997e-05,0.26335,0.02855,0.26335,0.02855,0.33165,4.99999999999997e-05,0.33165
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,element,0.0011500000000000017,0.32910000000000006,0.032049999999999995,0.32910000000000006,0.032049999999999995,0.3899,0.0011500000000000017,0.3899
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,element,4.999999999999449e-05,0.97805,0.10675,0.97805,0.10675,0.99835,4.999999999999449e-05,0.99835
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,element,0.10644999999999999,0.982,0.26655,0.982,0.26655,0.998,0.10644999999999999,0.998
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,element,0.2664,0.9822,0.42719999999999997,0.9822,0.42719999999999997,1.0,0.2664,1.0
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,element,0.4263999999999999,0.9820500000000001,0.5831999999999999,0.9820500000000001,0.5831999999999999,0.99695,0.4263999999999999,0.99695
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,rayon,9.999999999998899e-05,0.6454500000000001,0.7937,0.6454500000000001,0.7937,0.7563500000000001,9.999999999998899e-05,0.7563500000000001
tuile_171_png.rf.3fa4f9caa7a26584d381154146c40a05.jpg,rayon,0.0001000000000000445,0.97595,0.5812999999999999,0.97595,0.5812999999999999,1,0.0001000000000000445,1
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.0032999999999999974,0.008550000000000002,0.0981,0.008550000000000002,0.0981,0.07625,0.0032999999999999974,0.07625
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.09595000000000002,0.013999999999999992,0.26365,0.013999999999999992,0.26365,0.0738,0.09595000000000002,0.0738
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.26115,0.009599999999999997,0.43105000000000004,0.009599999999999997,0.43105000000000004,0.0762,0.26115,0.0762
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.4307000000000001,0.017900000000000006,0.5861000000000001,0.017900000000000006,0.5861000000000001,0.0759,0.4307000000000001,0.0759
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.58535,0.016950000000000003,0.73725,0.016950000000000003,0.73725,0.07045,0.58535,0.07045
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.7495499999999999,0.015899999999999997,0.7946499999999999,0.015899999999999997,0.7946499999999999,0.1355,0.7495499999999999,0.1355
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0,0.082,0.09425,0.082,0.09425,0.1296,0,0.1296
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.09589999999999999,0.07805000000000001,0.2627,0.07805000000000001,0.2627,0.13455,0.09589999999999999,0.13455
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.26435000000000003,0.07915,0.4282500000000001,0.07915,0.4282500000000001,0.13385,0.26435000000000003,0.13385
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.42750000000000005,0.07805000000000001,0.5861000000000001,0.07805000000000001,0.5861000000000001,0.13175,0.42750000000000005,0.13175
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.5854,0.07909999999999999,0.743,0.07909999999999999,0.743,0.13169999999999998,0.5854,0.13169999999999998
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.0001500000000000043,0.36010000000000003,0.09045,0.36010000000000003,0.09045,0.4167,0.0001500000000000043,0.4167
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.09170000000000002,0.36410000000000003,0.2675,0.36410000000000003,0.2675,0.4159,0.09170000000000002,0.4159
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.26839999999999997,0.36325,0.4254,0.36325,0.4254,0.41595,0.26839999999999997,0.41595
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.42115,0.36415000000000003,0.5860500000000001,0.36415000000000003,0.5860500000000001,0.41805,0.42115,0.41805
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.5854,0.36325,0.743,0.36325,0.743,0.41675,0.5854,0.41675
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.58605,0.417,0.7421499999999999,0.417,0.7421499999999999,0.4732,0.58605,0.4732
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.4205000000000001,0.41960000000000003,0.5843,0.41960000000000003,0.5843,0.47380000000000005,0.4205000000000001,0.47380000000000005
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.26460000000000006,0.41805,0.4222,0.41805,0.4222,0.47415,0.26460000000000006,0.47415
tuile_183_png.rf.abdc53a22c9a2ea451869f27823602dc.jpg,element,0.08944999999999997,0.41960000000000003,0.26535,0.41960000000000003,0.26535,0.47380000000000005,0.08944999999999997,0.47380000000000005
